序,年份,文章标题,导师论文署名单位,论文对应经历阶段,统一研究主题,研究问题,采用方法,应用领域,证据位置,未完成事项序号
32,2025,TimeChat-Online: 80% Visual Tokens are Naturally Redundant in Streaming Videos,待核验,阶段待核验,视频时序理解,在线视频模型如何实时处理连续且冗余的视频帧？,差分词元丢弃保留有意义的时间变化，并用流式交互数据训练。,视频时序理解,"论文信息汇总.csv 序32：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
仅取得可靠元数据或摘要；未取得可读全文。
https://arxiv.org/abs/2504.17343；访问2026-09-17；arXiv作者顺序和摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第5页；版本2026-01-27。
原文摘要依据：“The rapid growth of online video platforms, particularly live streaming services, has created an urgent need for real-time video understanding systems. These systems must process continuous video stre”。",P32-C;P32-D;P32-A;P32-R;P32-F
33,2025,Reasoning Does Not Necessarily Improve Role-Playing Ability,香港大学,香港大学；助理教授；2020-至今,社会智能与角色控制,更强推理是否必然改善角色扮演？,比较24个模型、6项角色基准与3种角色扮演策略。,社会智能与角色控制,"论文信息汇总.csv 序33：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2025_Reasoning Does Not Necessarily Improve Role-Playing Ability.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://aclanthology.org/2025.findings-acl.537/；访问2026-09-17；ACL作者顺序、发表信息与摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第5页；版本2026-01-27。
原文摘要依据：“The application of role-playing large language models (LLMs) is rapidly expanding in both academic and commercial domains, driving an increasing demand for high-precision role-playing models. Simultan”。",P33-C
34,2025,PromptCoT: Synthesizing Olympiad-level Problems for Mathematical Reasoning in Large Language Models,香港大学,香港大学；助理教授；2020-至今,数学推理与题目合成,如何自动构造足够困难且高质量的数学题？,PromptCoT依据数学概念与出题理由合成奥赛级问题。,数学推理与题目合成,"论文信息汇总.csv 序34：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2025_PromptCoT_ Synthesizing Olympiad-level Problems for Mathematical Reasoning in Large Language Models.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://aclanthology.org/2025.findings-acl.935/；访问2026-09-17；ACL作者顺序、发表信息与摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第5页；版本2026-01-27。
原文摘要依据：“The ability of large language models to solve complex mathematical problems has progressed significantly, particularly for tasks requiring advanced reasoning. However, the scarcity of sufficiently cha”。",P34-C
35,2025,Alleviating Hallucinations from Knowledge Misalignment in Large Language Models via Selective Abstention Learning,香港大学,香港大学；助理教授；2020-至今,模型安全与可靠性,微调知识与预训练知识不匹配引发的幻觉如何缓解？,训练特殊拒答词元，并在推理中用拒答概率惩罚不确定预测。,模型安全与可靠性,"论文信息汇总.csv 序35：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2025_Alleviating Hallucinations from Knowledge Misalignment in Large Language Models via Selective Abstention Learning.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://aclanthology.org/2025.acl-long.1199/；访问2026-09-17；ACL作者顺序、发表信息与摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第6页；版本2026-01-27。
PDF发表标记：“Proceedings of the 63rd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers), pages 24564–24579”。
原文摘要依据：“Large language models (LLMs) are known to suffer from severe hallucination issues. One of the main causes lies in the knowledge misalignment between the pre-training stage and the supervised fine-tuni”。",P35-C
36,2025,Teaching Language Models to Critique via Reinforcement Learning,香港大学,香港大学；助理教授；2020-至今,代码生成与纠错,如何训练能真正帮助代码修正的批评模型？,CTRL通过强化学习最大化固定生成器的纠错收益。,代码生成与纠错,"论文信息汇总.csv 序36：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2025_Teaching Language Models to Critique via Reinforcement Learning.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://arxiv.org/abs/2502.03492；访问2026-09-17；arXiv作者顺序和摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第6页；版本2026-01-27。
PDF发表标记：“Proceedings of the 42 nd International Conference on Machine           ward optimal solution generation through iterative critique-”。
原文摘要依据：“Teaching large language models (LLMs) to critique and refine their outputs is crucial for building systems that can iteratively improve, yet it is fundamentally limited by the ability to provide accur”。",P36-C
37,2025,ParallelComp: Parallel Long-Context Compressor for Length Extrapolation,待核验,阶段待核验,长上下文建模与压缩,无需训练的超长上下文扩展如何克服内存和注意力偏置？,并行分块压缩与KV淘汰，并分析注意力汇聚、近因和中部偏置。,长上下文建模与压缩,"论文信息汇总.csv 序37：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
仅取得可靠元数据或摘要；未取得可读全文。
https://arxiv.org/abs/2502.14317；访问2026-09-17；arXiv作者顺序和摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第6页；版本2026-01-27。
原文摘要依据：“Extrapolating ultra-long contexts (text length >128K) remains a major challenge for large language models (LLMs), as most training-free extrapolation methods are not only severely limited by memory bo”。",P37-C;P37-D;P37-A;P37-R;P37-F
38,2025,VL-RewardBench: A Challenging Benchmark for Vision-Language Generative Reward Models,香港大学,香港大学；助理教授；2020-至今,模型评价与奖励学习,视觉语言生成式奖励模型的判断是否可靠？,构建1250个经人工核验的偏好样本，覆盖视觉幻觉和复杂推理。,模型评价与奖励学习,"论文信息汇总.csv 序38：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2025_VL-RewardBench_ A Challenging Benchmark for Vision-Language Generative Reward Models.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://arxiv.org/abs/2411.17451；访问2026-09-17；arXiv作者顺序和摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第6页；版本2026-01-27。
原文摘要依据：“Vision-language generative reward models (VL-GenRMs) play a crucial role in aligning and evaluating multimodal AI systems, yet their own evaluation remains under-explored. Current assessment methods p”。",P38-C;P38-R;P38-F
39,2025,Jailbreaking as a Reward Misspecification Problem,香港大学,香港大学；助理教授；2020-至今,模型安全与可靠性,语言模型的对抗脆弱性与奖励函数错设有何关系？,提出ReGap度量，并在奖励错设空间开展自动化红队评测。,模型安全与可靠性,"论文信息汇总.csv 序39：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2025_Jailbreaking as a Reward Misspecification Problem.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://arxiv.org/abs/2406.14393；访问2026-09-17；arXiv作者顺序和摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第6页；版本2026-01-27。
PDF发表标记：“Published as a conference paper at ICLR 2025”。
原文摘要依据：“The widespread adoption of large language models (LLMs) has raised concerns about their safety and reliability, particularly regarding their vulnerability to adversarial attacks. In this paper, we pro”。",P39-C
40,2025,Temporal Reasoning Transfer from Text to Video,待核验,阶段待核验,视频时序理解,视频模型的时序推理瓶颈来自视觉编码还是语言能力？,用诊断探针分析表示，并合成纯文本时序任务进行迁移训练。,视频时序理解,"论文信息汇总.csv 序40：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
仅取得可靠元数据或摘要；未取得可读全文。
https://arxiv.org/abs/2410.06166；访问2026-09-17；arXiv作者顺序和摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第6页；版本2026-01-27。
原文摘要依据：“Video Large Language Models (Video LLMs) have shown promising capabilities in video comprehension, yet they struggle with tracking temporal changes and reasoning about temporal relationships. While pr”。",P40-C;P40-D;P40-A;P40-R;P40-F
41,2025,MoS: Unleashing Parameter Efficiency of Low-Rank Adaptation with Mixture of Shards,香港大学,香港大学；助理教授；2020-至今,推理部署与参数效率,LoRA参数共享如何避免缺少差异化带来的性能损失？,MoS组合层间、层内共享与分片选择、配对解耦等机制。,推理部署与参数效率,"论文信息汇总.csv 序41：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2025_MoS_ Unleashing Parameter Efficiency of Low-Rank Adaptation with Mixture of Shards.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://arxiv.org/abs/2410.00938；访问2026-09-17；arXiv作者顺序和摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第6页；版本2026-01-27。
PDF发表标记：“Published as a conference paper at ICLR 2025”。
原文摘要依据：“The rapid scaling of large language models necessitates more lightweight finetuning methods to reduce the explosive GPU memory overhead when numerous customized models are served simultaneously. Targe”。",P41-C;P41-R
42,2025,Language Model Non-Myopic Generation for Reasoning and Planning,香港大学,香港大学；助理教授；2020-至今,推理与决策规划,自回归生成的局部决策如何兼顾长期规划？,用模型预测控制与前瞻轨迹重加权生成分布。,推理与决策规划,"论文信息汇总.csv 序42：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2025_Language Model Non-Myopic Generation for Reasoning and Planning.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://arxiv.org/abs/2410.17195；访问2026-09-17；arXiv作者顺序和摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第6页；版本2026-01-27。
原文摘要依据：“Large Language Models have demonstrated remarkable abilities in reasoning and planning by breaking down complex problems into sequential steps. Despite their success in various domains like mathematic”。",P42-C;P42-R;P42-F
