合作者姓名,论文序号,导师是否末位,导师是否通讯,证据位置
Jingwei Dong,27,否,待核验,"论文信息汇总.csv 序27：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2025_ProReason_ Multi-Modal Proactive Reasoning with Decoupled Eyesight and Wisdom.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://aclanthology.org/2025.emnlp-main.1614/；访问2026-09-17；ACL作者顺序、发表信息与摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第5页；版本2026-01-27。
PDF发表标记：“Proceedings of the 2025 Conference on Empirical Methods in Natural Language Processing, pages 31662–31691”。
原文摘要依据：“Large vision-language models (LVLMs) have witnessed significant progress on visual understanding tasks. However, they often prioritize language knowledge over image information on visual reasoning tas”。"
Jingwei Dong,41,否,待核验,"论文信息汇总.csv 序41：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2025_MoS_ Unleashing Parameter Efficiency of Low-Rank Adaptation with Mixture of Shards.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://arxiv.org/abs/2410.00938；访问2026-09-17；arXiv作者顺序和摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第6页；版本2026-01-27。
PDF发表标记：“Published as a conference paper at ICLR 2025”。
原文摘要依据：“The rapid scaling of large language models necessitates more lightweight finetuning methods to reduce the explosive GPU memory overhead when numerous customized models are served simultaneously. Targe”。"
Jingwei Dong,155,是,待核验,"论文信息汇总.csv 序155：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2025_Dream-Coder 7B_ An Open Diffusion Language Model for Code.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://arxiv.org/abs/2509.01142；访问2026-09-17；arXiv作者顺序和摘要。
原文摘要依据：“We present Dream-Coder 7B, an open-source discrete diffusion language model for code generation that exhibits emergent any-order generation capabilities. Unlike traditional autoregressive (AR) models ”。"
Boyang Xue（论文 #24，身份待核验）,24,否,待核验,"论文信息汇总.csv 序24：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
仅取得可靠元数据或摘要；未取得可读全文。
https://arxiv.org/abs/2503.17195；访问2026-09-17；arXiv作者顺序和摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第5页；版本2026-01-27。
原文摘要依据：“Model customization necessitates high-quality and diverse datasets, but acquiring such data remains time-consuming and labor-intensive. Despite the great potential of large language models (LLMs) for ”。"
Boyang Xue（论文 #41，身份待核验）,41,否,待核验,"论文信息汇总.csv 序41：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2025_MoS_ Unleashing Parameter Efficiency of Low-Rank Adaptation with Mixture of Shards.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://arxiv.org/abs/2410.00938；访问2026-09-17；arXiv作者顺序和摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第6页；版本2026-01-27。
PDF发表标记：“Published as a conference paper at ICLR 2025”。
原文摘要依据：“The rapid scaling of large language models necessitates more lightweight finetuning methods to reduce the explosive GPU memory overhead when numerous customized models are served simultaneously. Targe”。"
Boyang Xue（论文 #62，身份待核验）,62,否,待核验,"论文信息汇总.csv 序62：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2024_PRoLoRA_ Partial Rotation Empowers More Parameter-Efficient LoRA.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://aclanthology.org/2024.acl-long.156/；访问2026-09-17；ACL作者顺序、发表信息与摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第8页；版本2026-01-27。
PDF发表标记：“Proceedings of the 62nd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers), pages 2829–2841”。
原文摘要依据：“With the rapid scaling of large language models (LLMs), serving numerouslow-rank adaptations (LoRAs) concurrently has become increasingly impractical,leading to unaffordable costs and necessitating mo”。"
Boyang Xue（论文 #64，身份待核验）,64,否,待核验,"论文信息汇总.csv 序64：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2024_LoRA Meets Dropout under a Unified Framework.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://aclanthology.org/2024.findings-acl.119/；访问2026-09-17；ACL作者顺序、发表信息与摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第8页；版本2026-01-27。
原文摘要依据：“With the remarkable capabilities, large language models (LLMs) have emergedas essential elements in numerous NLP applications, while parameter-efficientfinetuning, especially LoRA, has gained populari”。"
Jiyue Jiang（论文 #24，身份待核验）,24,否,待核验,"论文信息汇总.csv 序24：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
仅取得可靠元数据或摘要；未取得可读全文。
https://arxiv.org/abs/2503.17195；访问2026-09-17；arXiv作者顺序和摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第5页；版本2026-01-27。
原文摘要依据：“Model customization necessitates high-quality and diverse datasets, but acquiring such data remains time-consuming and labor-intensive. Despite the great potential of large language models (LLMs) for ”。"
Jiyue Jiang（论文 #27，身份待核验）,27,否,待核验,"论文信息汇总.csv 序27：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2025_ProReason_ Multi-Modal Proactive Reasoning with Decoupled Eyesight and Wisdom.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://aclanthology.org/2025.emnlp-main.1614/；访问2026-09-17；ACL作者顺序、发表信息与摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第5页；版本2026-01-27。
PDF发表标记：“Proceedings of the 2025 Conference on Empirical Methods in Natural Language Processing, pages 31662–31691”。
原文摘要依据：“Large vision-language models (LVLMs) have witnessed significant progress on visual understanding tasks. However, they often prioritize language knowledge over image information on visual reasoning tas”。"
Jiyue Jiang（论文 #30，身份待核验）,30,否,待核验,"论文信息汇总.csv 序30：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2025_Developing and Utilizing a Large-Scale Cantonese Dataset for Multi-Tasking in Large Language Models.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://aclanthology.org/2025.findings-emnlp.102/；访问2026-09-17；ACL作者顺序、发表信息与摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第5页；版本2026-01-27。
原文摘要依据：“High-quality data resources play a crucial role in learning large language models (LLMs), particularly for low-resource languages like Cantonese. Despite having more than 85 million native speakers, C”。"
Jiyue Jiang（论文 #41，身份待核验）,41,否,待核验,"论文信息汇总.csv 序41：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2025_MoS_ Unleashing Parameter Efficiency of Low-Rank Adaptation with Mixture of Shards.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://arxiv.org/abs/2410.00938；访问2026-09-17；arXiv作者顺序和摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第6页；版本2026-01-27。
PDF发表标记：“Published as a conference paper at ICLR 2025”。
原文摘要依据：“The rapid scaling of large language models necessitates more lightweight finetuning methods to reduce the explosive GPU memory overhead when numerous customized models are served simultaneously. Targe”。"
Jiyue Jiang（论文 #51，身份待核验）,51,否,待核验,"论文信息汇总.csv 序51：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2025_How Well Do LLMs Handle Cantonese_ Benchmarking Cantonese Capabilities of Large Language Models.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://aclanthology.org/2025.findings-naacl.253/；访问2026-09-17；ACL作者顺序、发表信息与摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第7页；版本2026-01-27。
原文摘要依据：“The rapid evolution of large language models (LLMs) has transformed the competitive landscape in natural language processing (NLP), particularly for English and other data-rich languages. However, und”。"
Jiyue Jiang（论文 #62，身份待核验）,62,否,待核验,"论文信息汇总.csv 序62：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2024_PRoLoRA_ Partial Rotation Empowers More Parameter-Efficient LoRA.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://aclanthology.org/2024.acl-long.156/；访问2026-09-17；ACL作者顺序、发表信息与摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第8页；版本2026-01-27。
PDF发表标记：“Proceedings of the 62nd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers), pages 2829–2841”。
原文摘要依据：“With the rapid scaling of large language models (LLMs), serving numerouslow-rank adaptations (LoRAs) concurrently has become increasingly impractical,leading to unaffordable costs and necessitating mo”。"
Jiyue Jiang（论文 #64，身份待核验）,64,否,待核验,"论文信息汇总.csv 序64：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2024_LoRA Meets Dropout under a Unified Framework.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://aclanthology.org/2024.findings-acl.119/；访问2026-09-17；ACL作者顺序、发表信息与摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第8页；版本2026-01-27。
原文摘要依据：“With the remarkable capabilities, large language models (LLMs) have emergedas essential elements in numerous NLP applications, while parameter-efficientfinetuning, especially LoRA, has gained populari”。"
Jiyue Jiang（论文 #85，身份待核验）,85,否,待核验,"论文信息汇总.csv 序85：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2023_A Cognitive Stimulation Dialogue System with Multi-source Knowledge Fusion for Elders with Cognitive Impairment.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://aclanthology.org/2023.acl-long.593/；访问2026-09-17；ACL作者顺序、发表信息与摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第9页；版本2026-01-27。
PDF发表标记：“Proceedings of the 61st Annual Meeting of the Association for Computational Linguistics”。
原文摘要依据：“When communicating with elders with cognitive impairment, cognitive stimulation (CS) help to maintain the cognitive health of elders. Data sparsity is the main challenge in building CS-based dialogue ”。"
