合作者姓名,论文标题,年份,角色,关键词,是否与目标导师合著,来源及核验依据
Jiahui Gao,OSReward: Instituting Standardized Evaluation for Cross-Platform Computer-Use Reward Models,2026,其他作者（共同一作/通讯待核验）,分析提取：计算机智能体；奖励模型；轨迹评测；判断偏差；跨平台,是,"论文信息汇总.csv 序176：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
仅取得可靠元数据或摘要；未取得可读全文。
https://arxiv.org/abs/2607.28609；访问2026-09-17；arXiv作者顺序和摘要。
原文摘要依据：“Computer-using agents (CUAs) are advancing rapidly across the digital world. A CUA trajectory records the agent's actions, states, and reasoning. Verifying whether it fulfilled the task instruction is”。
；其他作者（共同一作/通讯待核验）；预印本，等级不适用。"
Jiahui Gao,"Look Less, Reason More: Rollout-Guided Adaptive Pixel-Space Reasoning",2026,其他作者（非合著代表）,分析提取：语言模型；推理；注意力；多模态；强化学习,否,"https://aclanthology.org/people/jiahui-gao/；论文链接https://aclanthology.org/2026.acl-long.225/；访问2026-09-17；可见作者原文：“Xuchen Li, Xuzhao Li, Jiahui Gao, Renjie Pi, Shiyu Hu, Wentao Zhang”；其他作者（非合著代表）。年份未公开时不从arXiv编号倒推。CCF/CORE/期刊分区未核验。"
Jiahui Gao,AutoBERT-Zero: Evolving BERT Backbone from Scratch,2022,一作（按作者顺序）,未公开（未获得可支持关键词提取的摘要）,否,"https://sumilergao.github.io/jiahuig.hku/；论文链接https://arxiv.org/abs/2107.07445；访问2026-09-17；可见作者原文：“Jiahui Gao, H. Xu, H. Shi, X. Ren, P.L.H. Yu, X. Liang, X. Jiang, Z. Li.”；一作（按作者顺序）。年份未公开时不从arXiv编号倒推。CCF/CORE/期刊分区未核验。"
Jiahui Gao,UNISON: Unpaired Cross-Lingual Image Captioning,2022,一作（按作者顺序）,未公开（未获得可支持关键词提取的摘要）,否,"https://sumilergao.github.io/jiahuig.hku/；论文链接https://arxiv.org/pdf/2010.01288.pdf；访问2026-09-17；可见作者原文：“Jiahui Gao, Z. Yi, P.L.H. Yu, S. Joty, and J. Gu.”；一作（按作者顺序）。年份未公开时不从arXiv编号倒推。CCF/CORE/期刊分区未核验。"
Jiahui Gao,Detecting Comments Showing Risk for Suicide in YouTube,2018,一作（按作者顺序）,未公开（未获得可支持关键词提取的摘要）,否,"https://sumilergao.github.io/jiahuig.hku/；论文链接https://link.springer.com/chapter/10.1007/978-3-030-02686-8_30；访问2026-09-17；可见作者原文：“Jiahui Gao, Q. Cheng and P.L.H. Yu.”；一作（按作者顺序）。年份未公开时不从arXiv编号倒推。CCF/CORE/期刊分区未核验。"
Zhenguo Li,Revisiting Over-smoothing in BERT from the Perspective of Graph,2022,其他作者（共同一作/通讯待核验）,分析提取：BERT；过平滑；图传播；层归一化；层次融合,是,"论文信息汇总.csv 序110：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2022_Revisiting Over-smoothing in BERT from the Perspective of Graph.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://arxiv.org/abs/2202.08625；访问2026-09-17；arXiv作者顺序和摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第11页；版本2026-01-27。
PDF发表标记：“Published as a conference paper at ICLR 2022”。
原文摘要依据：“Recently over-smoothing phenomenon of Transformer-based models is observed in both vision and language fields. However, no existing work has delved deeper to further investigate the main cause of this”。
；其他作者（共同一作/通讯待核验）；CCF/CORE/期刊分区未核验；未取得适用目录版本。"
Zhenguo Li,Self-Guided Noise-Free Data Generation for Efficient Zero-Shot Learning,2023,其他作者（共同一作/通讯待核验）,分析提取：零样本学习；合成数据；噪声；重加权；文本分类,是,"论文信息汇总.csv 序91：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
仅取得可靠元数据或摘要；未取得可读全文。
https://arxiv.org/abs/2205.12679；访问2026-09-17；arXiv作者顺序和摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第10页；版本2026-01-27。
原文摘要依据：“There is a rising interest in further exploring the zero-shot learning potential of large pre-trained language models (PLMs). A new paradigm called data-generation-based zero-shot learning has achieve”。
；其他作者（共同一作/通讯待核验）；CCF/CORE/期刊分区未核验；未取得适用目录版本。"
Zhenguo Li,Diffusion of Thought: Chain-of-Thought Reasoning in Diffusion Language Models,2024,其他作者（共同一作/通讯待核验）,分析提取：扩散模型；思维链；迭代去噪；自我修正；自一致性,是,"论文信息汇总.csv 序52：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2024_Diffusion of Thought_ Chain-of-Thought Reasoning in Diffusion Language Models.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://arxiv.org/abs/2402.07754；访问2026-09-17；arXiv作者顺序和摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第7页；版本2026-01-27。
原文摘要依据：“Recently, diffusion models have garnered significant interest in the field of text processing due to their many potential advantages compared to conventional autoregressive models. In this work, we pr”。
；其他作者（共同一作/通讯待核验）；CCF/CORE/期刊分区未核验；未取得适用目录版本。"
Zhenguo Li,CoCA: Regaining Safety-awareness of Multimodal Large Language Models with Constitutional Calibration,2024,其他作者（共同一作/通讯待核验）,分析提取：多模态安全；分布校准；安全原则；模态差距；鲁棒性,是,"论文信息汇总.csv 序58：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
仅取得可靠元数据或摘要；未取得可读全文。
https://arxiv.org/abs/2409.11365；访问2026-09-17；arXiv作者顺序和摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第7页；版本2026-01-27。
原文摘要依据：“The deployment of multimodal large language models (MLLMs) has demonstrated remarkable success in engaging in conversations involving visual inputs, thanks to the superior power of large language mode”。
；其他作者（共同一作/通讯待核验）；CCF/CORE/期刊分区未核验；未取得适用目录版本。"
Zhenguo Li,Jailbreaking as a Reward Misspecification Problem,2025,其他作者（共同一作/通讯待核验）,分析提取：模型安全；奖励错设；对齐；红队评测；对抗鲁棒性,是,"论文信息汇总.csv 序39：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2025_Jailbreaking as a Reward Misspecification Problem.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://arxiv.org/abs/2406.14393；访问2026-09-17；arXiv作者顺序和摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第6页；版本2026-01-27。
PDF发表标记：“Published as a conference paper at ICLR 2025”。
原文摘要依据：“The widespread adoption of large language models (LLMs) has raised concerns about their safety and reliability, particularly regarding their vulnerability to adversarial attacks. In this paper, we pro”。
；其他作者（共同一作/通讯待核验）；CCF/CORE/期刊分区未核验；未取得适用目录版本。"
Zhenguo Li,Beyond Autoregression: Discrete Diffusion for Complex Reasoning and Planning,2025,其他作者（共同一作/通讯待核验）,分析提取：离散扩散；子目标；多粒度建模；复杂推理；规划,是,"论文信息汇总.csv 序43：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2025_Beyond Autoregression_ Discrete Diffusion for Complex Reasoning and Planning.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://arxiv.org/abs/2410.14157；访问2026-09-17；arXiv作者顺序和摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第6页；版本2026-01-27。
PDF发表标记：“Published as a conference paper at ICLR 2025”。
原文摘要依据：“Autoregressive language models, despite their impressive capabilities, struggle with complex reasoning and long-term planning tasks. We introduce discrete diffusion models as a novel solution to these”。
；其他作者（共同一作/通讯待核验）；CCF/CORE/期刊分区未核验；未取得适用目录版本。"
Zhenguo Li,Implicit Search via Discrete Diffusion: A Study on Chess,2025,其他作者（共同一作/通讯待核验）,分析提取：离散扩散；隐式搜索；国际象棋；世界状态；长期规划,是,"论文信息汇总.csv 序44：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
仅取得可靠元数据或摘要；未取得可读全文。
https://arxiv.org/abs/2502.19805；访问2026-09-17；arXiv作者顺序和摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第6页；版本2026-01-27。
原文摘要依据：“In the post-AlphaGo era, there has been a renewed interest in search techniques such as Monte Carlo Tree Search (MCTS), particularly in their application to Large Language Models (LLMs). This renewed ”。
；其他作者（共同一作/通讯待核验）；CCF/CORE/期刊分区未核验；未取得适用目录版本。"
Zhenguo Li,G-LLaVA: Solving Geometric Problem with Multi-Modal Large Language Model,2025,其他作者（共同一作/通讯待核验）,分析提取：几何推理；多模态；Geo170K；数据增强；几何关系,是,"论文信息汇总.csv 序45：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
仅取得可靠元数据或摘要；未取得可读全文。
https://arxiv.org/abs/2312.11370；访问2026-09-17；arXiv作者顺序和摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第6页；版本2026-01-27。
原文摘要依据：“Large language models (LLMs) have shown remarkable proficiency in human-level reasoning and generation capabilities, which encourages extensive research on their application in mathematical problem so”。
；其他作者（共同一作/通讯待核验）；CCF/CORE/期刊分区未核验；未取得适用目录版本。"
Zhenguo Li,Forewarned is Forearmed: Harnessing LLMs for Data Synthesis via Failure-induced Exploration,2025,其他作者（共同一作/通讯待核验）,分析提取：数据合成；失败探索；训练样本；模型弱点；ReverseGen,是,"论文信息汇总.csv 序48：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2025_Forewarned is Forearmed_ Harnessing LLMs for Data Synthesis via Failure-induced Exploration.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://arxiv.org/abs/2410.16736；访问2026-09-17；arXiv作者顺序和摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第7页；版本2026-01-27。
原文摘要依据：“Large language models (LLMs) have significantly benefited from training on diverse, high-quality task-specific data, leading to impressive performance across a range of downstream applications. Curren”。
；其他作者（共同一作/通讯待核验）；CCF/CORE/期刊分区未核验；未取得适用目录版本。"
Zhenguo Li,Dream 7B: Diffusion Large Language Models,2025,其他作者（共同一作/通讯待核验）,分析提取：离散扩散；Dream 7B；噪声调度；任意顺序；开放模型,是,"论文信息汇总.csv 序154：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2025_Dream 7B_ Diffusion Large Language Models.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://arxiv.org/abs/2508.15487；访问2026-09-17；arXiv作者顺序和摘要。
原文摘要依据：“We introduce Dream 7B, the most powerful open diffusion large language model to date. Unlike autoregressive (AR) models that generate tokens sequentially, Dream 7B employs discrete diffusion modeling ”。
；其他作者（共同一作/通讯待核验）；预印本，等级不适用。"
