序号,导师姓名,论文标题,年份,尝试过的链接,失败原因,下一步建议
P143-D,"Kong, Lingpeng",OS-Copilot: Towards Generalist Computer Agents with Self-Improvement,2024,https://arxiv.org/pdf/2402.07456,"全文未下载：Command failed: curl -L -sS --connect-timeout 10 --max-time 35 -w %{http_code} -o /Users/kellybrown/Desktop/jiawei/ai导师可视化网站/港大/Kong, Lingpeng/论文/2024_OS-Copilot_ Towards Generalist Computer Agents with Self-Improvement.pdf.part https://arxiv.org/pdf/2402.07456
curl: (28) Operation timed out after 3；核验日期2026-09-17",重试已记录的合法开放链接；核对标题及作者后更新下载状态
P143-A,"Kong, Lingpeng",OS-Copilot: Towards Generalist Computer Agents with Self-Improvement,2024,https://arxiv.org/abs/2402.07456,导师阶段或部分作者单位映射未确认；见时间线与汇总表的具体待核验字段；核验日期2026-09-17,按已记录PDF首页和CV时间线补齐单位标记；不以年份或当前单位倒推
P143-R,"Kong, Lingpeng",OS-Copilot: Towards Generalist Computer Agents with Self-Improvement,2024,https://arxiv.org/abs/2402.07456,通讯作者名单未找到明确标记；作者顺序不能代替通讯身份；核验日期2026-09-17,核对正式版首页或出版方通讯标记；仍无标记保留待核验
P144-C,"Kong, Lingpeng","A Survey of Neural Code Intelligence: Paradigms, Advances and Beyond",2024,https://arxiv.org/abs/2403.14734,Scholar个人主页未确认，条目引用量及引用日期未获取；核验日期2026-09-17,确认Scholar个人用户ID后逐条读取，不以空白或超时代替0
P144-D,"Kong, Lingpeng","A Survey of Neural Code Intelligence: Paradigms, Advances and Beyond",2024,https://arxiv.org/pdf/2403.14734,"全文未下载：Command failed: curl -L -sS --connect-timeout 10 --max-time 35 -w %{http_code} -o /Users/kellybrown/Desktop/jiawei/ai导师可视化网站/港大/Kong, Lingpeng/论文/2024_A Survey of Neural Code Intelligence_ Paradigms, Advances and Beyond.pdf.part https://arxiv.org/pdf/2403.14734
curl: (28) Operation timed out after 3；核验日期2026-09-17",重试已记录的合法开放链接；核对标题及作者后更新下载状态
P144-A,"Kong, Lingpeng","A Survey of Neural Code Intelligence: Paradigms, Advances and Beyond",2024,https://arxiv.org/abs/2403.14734,导师阶段或部分作者单位映射未确认；见时间线与汇总表的具体待核验字段；核验日期2026-09-17,按已记录PDF首页和CV时间线补齐单位标记；不以年份或当前单位倒推
P144-R,"Kong, Lingpeng","A Survey of Neural Code Intelligence: Paradigms, Advances and Beyond",2024,https://arxiv.org/abs/2403.14734,通讯作者名单未找到明确标记；作者顺序不能代替通讯身份；核验日期2026-09-17,核对正式版首页或出版方通讯标记；仍无标记保留待核验
P145-C,"Kong, Lingpeng",Data Augmentation of Multi-turn Psychological Dialogue via Knowledge-driven Progressive Thought Prompting,2024,https://arxiv.org/abs/2406.16567,Scholar个人主页未确认，条目引用量及引用日期未获取；核验日期2026-09-17,确认Scholar个人用户ID后逐条读取，不以空白或超时代替0
P145-R,"Kong, Lingpeng",Data Augmentation of Multi-turn Psychological Dialogue via Knowledge-driven Progressive Thought Prompting,2024,https://arxiv.org/abs/2406.16567,通讯作者名单未找到明确标记；作者顺序不能代替通讯身份；核验日期2026-09-17,核对正式版首页或出版方通讯标记；仍无标记保留待核验
P146-C,"Kong, Lingpeng",SubgoalXL: Subgoal-based Expert Learning for Theorem Proving,2024,https://arxiv.org/abs/2408.11172,Scholar个人主页未确认，条目引用量及引用日期未获取；核验日期2026-09-17,确认Scholar个人用户ID后逐条读取，不以空白或超时代替0
P147-C,"Kong, Lingpeng",UncertaintyRAG: Span-Level Uncertainty Enhanced Long-Context Modeling for Retrieval-Augmented Generation,2024,https://arxiv.org/abs/2410.02719,Scholar个人主页未确认，条目引用量及引用日期未获取；核验日期2026-09-17,确认Scholar个人用户ID后逐条读取，不以空白或超时代替0
P147-A,"Kong, Lingpeng",UncertaintyRAG: Span-Level Uncertainty Enhanced Long-Context Modeling for Retrieval-Augmented Generation,2024,https://arxiv.org/abs/2410.02719,导师阶段或部分作者单位映射未确认；见时间线与汇总表的具体待核验字段；核验日期2026-09-17,按已记录PDF首页和CV时间线补齐单位标记；不以年份或当前单位倒推
P148-C,"Kong, Lingpeng",TMGBench: A Systematic Game Benchmark for Evaluating Strategic Reasoning Abilities of LLMs,2024,https://arxiv.org/abs/2410.10479,Scholar个人主页未确认，条目引用量及引用日期未获取；核验日期2026-09-17,确认Scholar个人用户ID后逐条读取，不以空白或超时代替0
P148-D,"Kong, Lingpeng",TMGBench: A Systematic Game Benchmark for Evaluating Strategic Reasoning Abilities of LLMs,2024,https://arxiv.org/pdf/2410.10479,"全文未下载：Command failed: curl -L -sS --connect-timeout 10 --max-time 35 -w %{http_code} -o /Users/kellybrown/Desktop/jiawei/ai导师可视化网站/港大/Kong, Lingpeng/论文/2024_TMGBench_ A Systematic Game Benchmark for Evaluating Strategic Reasoning Abilities of LLMs.pdf.part https://arxiv.org/pdf/2410.10479
curl: (28) Opera；核验日期2026-09-17",重试已记录的合法开放链接；核对标题及作者后更新下载状态
P148-A,"Kong, Lingpeng",TMGBench: A Systematic Game Benchmark for Evaluating Strategic Reasoning Abilities of LLMs,2024,https://arxiv.org/abs/2410.10479,导师阶段或部分作者单位映射未确认；见时间线与汇总表的具体待核验字段；核验日期2026-09-17,按已记录PDF首页和CV时间线补齐单位标记；不以年份或当前单位倒推
P148-R,"Kong, Lingpeng",TMGBench: A Systematic Game Benchmark for Evaluating Strategic Reasoning Abilities of LLMs,2024,https://arxiv.org/abs/2410.10479,通讯作者名单未找到明确标记；作者顺序不能代替通讯身份；核验日期2026-09-17,核对正式版首页或出版方通讯标记；仍无标记保留待核验
P149-C,"Kong, Lingpeng",Understanding the Role of LLMs in Multimodal Evaluation Benchmarks,2024,https://arxiv.org/abs/2410.12329,Scholar个人主页未确认，条目引用量及引用日期未获取；核验日期2026-09-17,确认Scholar个人用户ID后逐条读取，不以空白或超时代替0
P151-C,"Kong, Lingpeng",BioMaze: Benchmarking and Enhancing Large Language Models for Biological Pathway Reasoning,2025,https://arxiv.org/abs/2502.16660,Scholar个人主页未确认，条目引用量及引用日期未获取；核验日期2026-09-17,确认Scholar个人用户ID后逐条读取，不以空白或超时代替0
P151-R,"Kong, Lingpeng",BioMaze: Benchmarking and Enhancing Large Language Models for Biological Pathway Reasoning,2025,https://arxiv.org/abs/2502.16660,通讯作者名单未找到明确标记；作者顺序不能代替通讯身份；核验日期2026-09-17,核对正式版首页或出版方通讯标记；仍无标记保留待核验
P153-C,"Kong, Lingpeng",Scaling Reasoning without Attention,2025,https://arxiv.org/abs/2505.22425,Scholar个人主页未确认，条目引用量及引用日期未获取；核验日期2026-09-17,确认Scholar个人用户ID后逐条读取，不以空白或超时代替0
P154-C,"Kong, Lingpeng",Dream 7B: Diffusion Large Language Models,2025,https://arxiv.org/abs/2508.15487,Scholar个人主页未确认，条目引用量及引用日期未获取；核验日期2026-09-17,确认Scholar个人用户ID后逐条读取，不以空白或超时代替0
P154-R,"Kong, Lingpeng",Dream 7B: Diffusion Large Language Models,2025,https://arxiv.org/abs/2508.15487,通讯作者名单未找到明确标记；作者顺序不能代替通讯身份；核验日期2026-09-17,核对正式版首页或出版方通讯标记；仍无标记保留待核验
P155-C,"Kong, Lingpeng",Dream-Coder 7B: An Open Diffusion Language Model for Code,2025,https://arxiv.org/abs/2509.01142,Scholar个人主页未确认，条目引用量及引用日期未获取；核验日期2026-09-17,确认Scholar个人用户ID后逐条读取，不以空白或超时代替0
P155-R,"Kong, Lingpeng",Dream-Coder 7B: An Open Diffusion Language Model for Code,2025,https://arxiv.org/abs/2509.01142,通讯作者名单未找到明确标记；作者顺序不能代替通讯身份；核验日期2026-09-17,核对正式版首页或出版方通讯标记；仍无标记保留待核验
P156-C,"Kong, Lingpeng",LongEmotion: Measuring Emotional Intelligence of Large Language Models in Long-Context Interaction,2025,https://arxiv.org/abs/2509.07403,Scholar个人主页未确认，条目引用量及引用日期未获取；核验日期2026-09-17,确认Scholar个人用户ID后逐条读取，不以空白或超时代替0
P156-D,"Kong, Lingpeng",LongEmotion: Measuring Emotional Intelligence of Large Language Models in Long-Context Interaction,2025,https://arxiv.org/pdf/2509.07403,"全文未下载：Command failed: curl -L -sS --connect-timeout 10 --max-time 35 -w %{http_code} -o /Users/kellybrown/Desktop/jiawei/ai导师可视化网站/港大/Kong, Lingpeng/论文/2025_LongEmotion_ Measuring Emotional Intelligence of Large Language Models in Long-Context Interaction.pdf.part https://arxiv.org/pdf/2509.07403
curl: (2；核验日期2026-09-17",重试已记录的合法开放链接；核对标题及作者后更新下载状态
P156-A,"Kong, Lingpeng",LongEmotion: Measuring Emotional Intelligence of Large Language Models in Long-Context Interaction,2025,https://arxiv.org/abs/2509.07403,导师阶段或部分作者单位映射未确认；见时间线与汇总表的具体待核验字段；核验日期2026-09-17,按已记录PDF首页和CV时间线补齐单位标记；不以年份或当前单位倒推
P156-R,"Kong, Lingpeng",LongEmotion: Measuring Emotional Intelligence of Large Language Models in Long-Context Interaction,2025,https://arxiv.org/abs/2509.07403,通讯作者名单未找到明确标记；作者顺序不能代替通讯身份；核验日期2026-09-17,核对正式版首页或出版方通讯标记；仍无标记保留待核验
P157-C,"Kong, Lingpeng",PromptCoT 2.0: Scaling Prompt Synthesis for Large Language Model Reasoning,2025,https://arxiv.org/abs/2509.19894,Scholar个人主页未确认，条目引用量及引用日期未获取；核验日期2026-09-17,确认Scholar个人用户ID后逐条读取，不以空白或超时代替0
P158-C,"Kong, Lingpeng",OS-Sentinel: Towards Safety-Enhanced Mobile GUI Agents via Hybrid Validation in Realistic Workflows,2026,"https://aclanthology.org/2026.acl-long.431/
https://arxiv.org/abs/2510.24411",Scholar个人主页未确认，条目引用量及引用日期未获取；核验日期2026-09-17,确认Scholar个人用户ID后逐条读取，不以空白或超时代替0
P158-D,"Kong, Lingpeng",OS-Sentinel: Towards Safety-Enhanced Mobile GUI Agents via Hybrid Validation in Realistic Workflows,2026,"https://aclanthology.org/2026.acl-long.431.pdf
https://arxiv.org/pdf/2510.24411","全文未下载：Command failed: curl -L -sS --connect-timeout 10 --max-time 35 -w %{http_code} -o /Users/kellybrown/Desktop/jiawei/ai导师可视化网站/港大/Kong, Lingpeng/论文/2026_OS-Sentinel_ Towards Safety-Enhanced Mobile GUI Agents via Hybrid Validation in Realistic Workflows.pdf.part https://arxiv.org/pdf/2510.24411
curl: (；核验日期2026-09-17",重试已记录的合法开放链接；核对标题及作者后更新下载状态
P158-A,"Kong, Lingpeng",OS-Sentinel: Towards Safety-Enhanced Mobile GUI Agents via Hybrid Validation in Realistic Workflows,2026,"https://aclanthology.org/2026.acl-long.431/
https://arxiv.org/abs/2510.24411",导师阶段或部分作者单位映射未确认；见时间线与汇总表的具体待核验字段；核验日期2026-09-17,按已记录PDF首页和CV时间线补齐单位标记；不以年份或当前单位倒推
P158-R,"Kong, Lingpeng",OS-Sentinel: Towards Safety-Enhanced Mobile GUI Agents via Hybrid Validation in Realistic Workflows,2026,"https://aclanthology.org/2026.acl-long.431/
https://arxiv.org/abs/2510.24411",通讯作者名单未找到明确标记；作者顺序不能代替通讯身份；核验日期2026-09-17,核对正式版首页或出版方通讯标记；仍无标记保留待核验
P159-C,"Kong, Lingpeng",Reasoning Path Divergence: A New Metric and Curation Strategy to Unlock LLM Diverse Thinking,2025,https://arxiv.org/abs/2510.26122,Scholar个人主页未确认，条目引用量及引用日期未获取；核验日期2026-09-17,确认Scholar个人用户ID后逐条读取，不以空白或超时代替0
P160-C,"Kong, Lingpeng",DoPE: Denoising Rotary Position Embedding,2025,https://arxiv.org/abs/2511.09146,Scholar个人主页未确认，条目引用量及引用日期未获取；核验日期2026-09-17,确认Scholar个人用户ID后逐条读取，不以空白或超时代替0
P161-C,"Kong, Lingpeng",Beyond Confidence: Adaptive and Coherent Decoding for Diffusion Language Models,2025,https://arxiv.org/abs/2512.02044,Scholar个人主页未确认，条目引用量及引用日期未获取；核验日期2026-09-17,确认Scholar个人用户ID后逐条读取，不以空白或超时代替0
P162-C,"Kong, Lingpeng",Dream-VL & Dream-VLA: Open Vision-Language and Vision-Language-Action Models with Diffusion Language Model Backbone,2025,https://arxiv.org/abs/2512.22615,Scholar个人主页未确认，条目引用量及引用日期未获取；核验日期2026-09-17,确认Scholar个人用户ID后逐条读取，不以空白或超时代替0
P163-C,"Kong, Lingpeng",MMFormalizer: Multimodal Autoformalization in the Wild,2026,https://arxiv.org/abs/2601.03017,Scholar个人主页未确认，条目引用量及引用日期未获取；核验日期2026-09-17,确认Scholar个人用户ID后逐条读取，不以空白或超时代替0
P163-D,"Kong, Lingpeng",MMFormalizer: Multimodal Autoformalization in the Wild,2026,https://arxiv.org/pdf/2601.03017,"全文未下载：Command failed: curl -L -sS --connect-timeout 10 --max-time 35 -w %{http_code} -o /Users/kellybrown/Desktop/jiawei/ai导师可视化网站/港大/Kong, Lingpeng/论文/2026_MMFormalizer_ Multimodal Autoformalization in the Wild.pdf.part https://arxiv.org/pdf/2601.03017
curl: (28) Operation timed out after 35005 milliseco；核验日期2026-09-17",重试已记录的合法开放链接；核对标题及作者后更新下载状态
