姓名,论文署名单位,当前单位,身份,职称,与导师的关系,共同论文数,首次合作年份,最近合作年份,共同研究方向,共同项目,关系证据,待核验问题,共同论文序号
Jingjing Xu（论文 #83，身份待核验）,2023；论文#83；上海人工智能实验室,待核验,身份待核验,待核验,论文合作者（身份待核验）,待核验,待核验,待核验,机器翻译,未公开,"论文信息汇总.csv 序83：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2023_Lego-MT_ Learning Detachable Models for Massively Multilingual Machine Translation.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://aclanthology.org/2023.findings-acl.731/；访问2026-09-17；ACL作者顺序、发表信息与摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第9页；版本2026-01-27。
原文摘要依据：“Multilingual neural machine translation (MNMT) aims to build a unified model for many language directions. Existing monolithic models for MNMT encounter two challenges: parameter interference among la”。
仅确认论文内原姓名署名；跨论文身份未确认。https://aclanthology.org/people/jingjing-xu/unverified/","身份待核验；按单篇保留，不跨论文合并同名者。达到重点候选筛选阈值；已查可定位来源，身份/历史履历仍未确认。
具体论文问题：P83-C;P83-R
完整Scholar/DBLP论文列表及CCF/CORE目录未获取；当前公开材料可能漏项。",83
Jingjing Xu（论文 #84，身份待核验）,2023；论文#84；上海人工智能实验室,待核验,身份待核验,待核验,论文合作者（身份待核验）,待核验,待核验,待核验,机器翻译,未公开,"论文信息汇总.csv 序84：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2023_INK_ Injecting kNN Knowledge in Nearest Neighbor Machine Translation.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://aclanthology.org/2023.acl-long.888/；访问2026-09-17；ACL作者顺序、发表信息与摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第9页；版本2026-01-27。
原文摘要依据：“Neural machine translation has achieved promising results on many translation tasks. However, previous studies have shown that neural models induce a non-smooth representation space, which harms its g”。
仅确认论文内原姓名署名；跨论文身份未确认。https://aclanthology.org/people/jingjing-xu/unverified/","身份待核验；按单篇保留，不跨论文合并同名者。达到重点候选筛选阈值；已查可定位来源，身份/历史履历仍未确认。
具体论文问题：P84-C;P84-R
完整Scholar/DBLP论文列表及CCF/CORE目录未获取；当前公开材料可能漏项。",84
Jingjing Xu（论文 #137，身份待核验）,2023；论文#137；上海人工智能实验室,待核验,身份待核验,待核验,论文合作者（身份待核验）,待核验,待核验,待核验,视觉语言理解,未公开,"论文信息汇总.csv 序137：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2023_M$^3$IT_ A Large-Scale Dataset towards Multi-Modal Multilingual Instruction Tuning.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://arxiv.org/abs/2306.04387；访问2026-09-17；arXiv作者顺序和摘要。
原文摘要依据：“Instruction tuning has significantly advanced large language models (LLMs) such as ChatGPT, enabling them to align with human instructions across diverse tasks. However, progress in open vision-langua”。
仅确认论文内原姓名署名；跨论文身份未确认。https://aclanthology.org/people/jingjing-xu/unverified/","身份待核验；按单篇保留，不跨论文合并同名者。达到重点候选筛选阈值；已查可定位来源，身份/历史履历仍未确认。
具体论文问题：P137-C;P137-R
完整Scholar/DBLP论文列表及CCF/CORE目录未获取；当前公开材料可能漏项。",137
Jingjing Xu（论文 #139，身份待核验）,2023；论文#139；待核验,待核验,身份待核验,待核验,论文合作者（身份待核验）,待核验,待核验,待核验,多语言能力与低资源学习,未公开,"论文信息汇总.csv 序139：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
仅取得可靠元数据或摘要；未取得可读全文。
https://arxiv.org/abs/2308.04948；访问2026-09-17；arXiv作者顺序和摘要。
原文摘要依据：“Existing large language models show disparate capability across different languages, due to the imbalance in the training data. Their performances on English tasks are often stronger than on tasks of ”。
仅确认论文内原姓名署名；跨论文身份未确认。https://aclanthology.org/people/jingjing-xu/unverified/","身份待核验；按单篇保留，不跨论文合并同名者。达到重点候选筛选阈值；已查可定位来源，身份/历史履历仍未确认。
具体论文问题：P139-C;P139-D;P139-A;P139-R
完整Scholar/DBLP论文列表及CCF/CORE目录未获取；当前公开材料可能漏项。",139
Kai Liu（论文 #27，身份待核验）,2025；论文#27；香港大学,待核验,身份待核验,待核验,论文合作者（身份待核验）,待核验,待核验,待核验,视觉语言理解,未公开,"论文信息汇总.csv 序27：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2025_ProReason_ Multi-Modal Proactive Reasoning with Decoupled Eyesight and Wisdom.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://aclanthology.org/2025.emnlp-main.1614/；访问2026-09-17；ACL作者顺序、发表信息与摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第5页；版本2026-01-27。
PDF发表标记：“Proceedings of the 2025 Conference on Empirical Methods in Natural Language Processing, pages 31662–31691”。
原文摘要依据：“Large vision-language models (LVLMs) have witnessed significant progress on visual understanding tasks. However, they often prioritize language knowledge over image information on visual reasoning tas”。
仅确认论文内原姓名署名；跨论文身份未确认。","身份待核验；按单篇保留，不跨论文合并同名者。待核验（未深查）；原姓名整体未达到重点阈值。
具体论文问题：P27-C;P27-R
完整Scholar/DBLP论文列表及CCF/CORE目录未获取；当前公开材料可能漏项。",27
Juntao Zhao（论文 #28，身份待核验）,2025；论文#28；待核验,待核验,身份待核验,待核验,论文合作者（身份待核验）,待核验,待核验,待核验,推理部署与参数效率,未公开,"论文信息汇总.csv 序28：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
仅取得可靠元数据或摘要；未取得可读全文。
https://aclanthology.org/2025.emnlp-main.240/；访问2026-09-17；ACL作者顺序、发表信息与摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第5页；版本2026-01-27。
原文摘要依据：“Quantization is widely adopted to accelerate inference and reduce memory consumption in large language models (LLMs). While activation-weight joint quantization enables efficient low-precision decodin”。
仅确认论文内原姓名署名；跨论文身份未确认。","身份待核验；按单篇保留，不跨论文合并同名者。待核验（未深查）；原姓名整体未达到重点阈值。
具体论文问题：P28-C;P28-D;P28-A;P28-R
完整Scholar/DBLP论文列表及CCF/CORE目录未获取；当前公开材料可能漏项。",28
Wenhao Lu（论文 #28，身份待核验）,2025；论文#28；待核验,待核验,身份待核验,待核验,论文合作者（身份待核验）,待核验,待核验,待核验,推理部署与参数效率,未公开,"论文信息汇总.csv 序28：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
仅取得可靠元数据或摘要；未取得可读全文。
https://aclanthology.org/2025.emnlp-main.240/；访问2026-09-17；ACL作者顺序、发表信息与摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第5页；版本2026-01-27。
原文摘要依据：“Quantization is widely adopted to accelerate inference and reduce memory consumption in large language models (LLMs). While activation-weight joint quantization enables efficient low-precision decodin”。
仅确认论文内原姓名署名；跨论文身份未确认。","身份待核验；按单篇保留，不跨论文合并同名者。待核验（未深查）；原姓名整体未达到重点阈值。
具体论文问题：P28-C;P28-D;P28-A;P28-R
完整Scholar/DBLP论文列表及CCF/CORE目录未获取；当前公开材料可能漏项。",28
Jianghan Shen（论文 #29，身份待核验）,2025；论文#29；南京大学,待核验,身份待核验,待核验,论文合作者（身份待核验）,待核验,待核验,待核验,长上下文建模与压缩,未公开,"论文信息汇总.csv 序29：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2025_UNComp_ Can Matrix Entropy Uncover Sparsity_ — A Compressor Design from an Uncertainty-Aware Perspective.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://aclanthology.org/2025.emnlp-main.209/；访问2026-09-17；ACL作者顺序、发表信息与摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第5页；版本2026-01-27。
PDF发表标记：“Proceedings of the 2025 Conference on Empirical Methods in Natural Language Processing, pages 4179–4199”。
原文摘要依据：“Deploying large language models (LLMs) for long-context inference remains challenging due to their substantial memory and computational demands. While techniques such as Key-Value (KV) cache compressi”。
仅确认论文内原姓名署名；跨论文身份未确认。https://aclanthology.org/people/jianghan-shen/unverified/","身份待核验；按单篇保留，不跨论文合并同名者。达到重点候选筛选阈值；已查可定位来源，身份/历史履历仍未确认。
具体论文问题：P29-C
完整Scholar/DBLP论文列表及CCF/CORE目录未获取；当前公开材料可能漏项。",29
Jianghan Shen（论文 #37，身份待核验）,2025；论文#37；待核验,待核验,身份待核验,待核验,论文合作者（身份待核验）,待核验,待核验,待核验,长上下文建模与压缩,未公开,"论文信息汇总.csv 序37：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
仅取得可靠元数据或摘要；未取得可读全文。
https://arxiv.org/abs/2502.14317；访问2026-09-17；arXiv作者顺序和摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第6页；版本2026-01-27。
原文摘要依据：“Extrapolating ultra-long contexts (text length >128K) remains a major challenge for large language models (LLMs), as most training-free extrapolation methods are not only severely limited by memory bo”。
仅确认论文内原姓名署名；跨论文身份未确认。https://aclanthology.org/people/jianghan-shen/unverified/","身份待核验；按单篇保留，不跨论文合并同名者。达到重点候选筛选阈值；已查可定位来源，身份/历史履历仍未确认。
具体论文问题：P37-C;P37-D;P37-A;P37-R;P37-F
完整Scholar/DBLP论文列表及CCF/CORE目录未获取；当前公开材料可能漏项。",37
Jianqiao Lu（论文 #29，身份待核验）,2025；论文#29；香港大学,待核验,身份待核验,待核验,论文合作者（身份待核验）,待核验,待核验,待核验,长上下文建模与压缩,未公开,"论文信息汇总.csv 序29：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2025_UNComp_ Can Matrix Entropy Uncover Sparsity_ — A Compressor Design from an Uncertainty-Aware Perspective.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://aclanthology.org/2025.emnlp-main.209/；访问2026-09-17；ACL作者顺序、发表信息与摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第5页；版本2026-01-27。
PDF发表标记：“Proceedings of the 2025 Conference on Empirical Methods in Natural Language Processing, pages 4179–4199”。
原文摘要依据：“Deploying large language models (LLMs) for long-context inference remains challenging due to their substantial memory and computational demands. While techniques such as Key-Value (KV) cache compressi”。
仅确认论文内原姓名署名；跨论文身份未确认。https://aclanthology.org/people/jianqiao-lu/","身份待核验；按单篇保留，不跨论文合并同名者。达到重点候选筛选阈值；已查可定位来源，身份/历史履历仍未确认。
具体论文问题：P29-C
完整Scholar/DBLP论文列表及CCF/CORE目录未获取；当前公开材料可能漏项。",29
