序,论文标题,年份,作者,发表载体,条目类型,论文链接,被引次数,引用统计日期,引用来源网址,抓取日期,下载状态,备注
112,Good for Misconceived Reasons: An Empirical Revisiting on the Need for Visual Context in Multimodal Machine Translation,2021,Zhiyong Wu；Lingpeng Kong；Wei Bi；Xiang Li；Ben Kao,Proceedings of the 59th Annual Meeting of the Association for Computational Linguistics and the 11th International Joint Conference on Natural Language Processing (Volume 1: Long Papers),会议,"https://aclanthology.org/2021.acl-long.480/
https://arxiv.org/abs/2105.14462",未获取,未获取,未获取,2026-09-17,已下载,"来源：CV；arXiv；ACL；访问2026-09-17；非Scholar全量成果。
Scholar访问失败，引用未获取（2026-09-17）。
论文信息汇总.csv 序112：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2021_Good for Misconceived Reasons_ An Empirical Revisiting on the Need for Visual Context in Multimodal Machine Translation.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://aclanthology.org/2021.acl-long.480/；访问2026-09-17；ACL作者顺序、发表信息与摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第11页；版本2026-01-27。
PDF发表标记：“Proceedings of the 59th Annual Meeting of the Association for Computational Linguistics”。
原文摘要依据：“A neural multimodal machine translation (MMT) system is one that aims to perform better translation by extending conventional text-only translation models with multimodal information. Many recent stud”。"
113,Random Feature Attention,2021,Hao Peng；Nikolaos Pappas；Dani Yogatama；Roy Schwartz；Noah Smith；Lingpeng Kong,ICLR 2021,会议,"https://openreview.net/pdf?id=QtTKTdVrFBB
https://arxiv.org/abs/2103.02143",未获取,未获取,未获取,2026-09-17,已下载,"来源：CV；arXiv；访问2026-09-17；非Scholar全量成果。
Scholar访问失败，引用未获取（2026-09-17）。
论文信息汇总.csv 序113：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2021_Random Feature Attention.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://arxiv.org/abs/2103.02143；访问2026-09-17；arXiv作者顺序和摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第11页；版本2026-01-27。
PDF发表标记：“Published as a conference paper at ICLR 2021”。
原文摘要依据：“Transformers are state-of-the-art models for a variety of sequence modeling tasks. At their core is an attention function which models pairwise interactions between the inputs at every timestep. While”。"
114,A Mutual Information Maximization Perspective of Language Representation Learning,2020,Lingpeng Kong；Cyprien de Masson d’Autume；Wang Ling；Lei Yu；Zihang Dai；Dani Yogatama,ICLR 2020,会议,"https://arxiv.org/abs/1910.08350.pdf
https://arxiv.org/abs/1910.08350",未获取,未获取,未获取,2026-09-17,已下载,"来源：CV；arXiv；访问2026-09-17；非Scholar全量成果。
Scholar访问失败，引用未获取（2026-09-17）。
论文信息汇总.csv 序114：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2020_A Mutual Information Maximization Perspective of Language Representation Learning.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://arxiv.org/abs/1910.08350；访问2026-09-17；arXiv作者顺序和摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第11页；版本2026-01-27。
原文摘要依据：“We show state-of-the-art word representation learning methods maximize an objective function that is a lower bound on the mutual information between different parts of a word sequence (i.e., a sentenc”。"
115,Episodic Memory in Lifelong Language Learning,2019,Cyprien de Masson d’Autume；Sebastian Ruder；Lingpeng Kong；Dani Yogatama,NeurIPS 2019,会议,"https://arxiv.org/pdf/1906.01076.pdf
https://arxiv.org/abs/1906.01076",未获取,未获取,未获取,2026-09-17,未下载,"来源：CV；arXiv；访问2026-09-17；非Scholar全量成果。
Scholar访问失败，引用未获取（2026-09-17）。
论文信息汇总.csv 序115：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
仅取得可靠元数据或摘要；未取得可读全文。
https://arxiv.org/abs/1906.01076；访问2026-09-17；arXiv作者顺序和摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第11页；版本2026-01-27。
原文摘要依据：“We introduce a lifelong language learning setup where a model needs to learn from a stream of text examples without any dataset identifier. We propose an episodic memory model that performs sparse exp”。"
116,Variational Smoothing in Recurrent Neural Network Language Models,2019,Lingpeng Kong；Gabor Melis；Wang Ling；Lei Yu；Dani Yogatama,ICLR 2019,会议,"https://arxiv.org/pdf/1901.09296.pdf
https://arxiv.org/abs/1901.09296",未获取,未获取,未获取,2026-09-17,已下载,"来源：CV；arXiv；访问2026-09-17；非Scholar全量成果。
Scholar访问失败，引用未获取（2026-09-17）。
论文信息汇总.csv 序116：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2019_Variational Smoothing in Recurrent Neural Network Language Models.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://arxiv.org/abs/1901.09296；访问2026-09-17；arXiv作者顺序和摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第12页；版本2026-01-27。
PDF发表标记：“Published as a conference paper at ICLR 2019”。
原文摘要依据：“We present a new theoretical perspective of data noising in recurrent neural network language models (Xie et al., 2017). We show that each variant of data noising is an instance of Bayesian recurrent ”。"
117,Multi-task Learning with CTC and Segmental CRF for Speech Recognition,2017,Liang Lu；Lingpeng Kong；Chris Dyer；Noah A. Smith,INTERSPEECH 2017,会议,"https://arxiv.org/pdf/1702.06378.pdf
https://arxiv.org/abs/1702.06378",未获取,未获取,未获取,2026-09-17,已下载,"来源：CV；arXiv；访问2026-09-17；非Scholar全量成果。
Scholar访问失败，引用未获取（2026-09-17）。
论文信息汇总.csv 序117：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2017_Multi-task Learning with CTC and Segmental CRF for Speech Recognition.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://arxiv.org/abs/1702.06378；访问2026-09-17；arXiv作者顺序和摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第12页；版本2026-01-27。
原文摘要依据：“Segmental conditional random fields (SCRFs) and connectionist temporal classification (CTC) are two sequence labeling methods used for end-to-end training of speech recognition models. Both models def”。"
118,What Do Recurrent Neural Network Grammars Learn About Syntax?,2017,Adhiguna Kuncoro；Miguel Ballesteros；Lingpeng Kong；Chris Dyer；Graham Neubig；Noah A. Smith,"Proceedings of the 15th Conference of the European Chapter of the Association for Computational Linguistics: Volume 1, Long Papers",会议,"https://aclanthology.org/E17-1117/
https://aclweb.org/anthology/E17-1117
https://arxiv.org/abs/1611.05774",未获取,未获取,未获取,2026-09-17,已下载,"来源：CV；arXiv；ACL；访问2026-09-17；非Scholar全量成果。
Scholar访问失败，引用未获取（2026-09-17）。
论文信息汇总.csv 序118：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2017_What Do Recurrent Neural Network Grammars Learn About Syntax_.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://aclanthology.org/E17-1117/；访问2026-09-17；ACL作者顺序、发表信息与摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第12页；版本2026-01-27。
PDF发表标记：“Proceedings of the 15th Conference of the European Chapter of the Association for Computational Linguistics: Volume 1, Long Papers, pages 1249–1258,”。
原文摘要依据：“Recurrent neural network grammars (RNNG) are a recently proposed probablistic generative modeling family for natural language. They show state-of-the-art language modeling and parsing performance. We ”。"
119,Segmental Recurrent Neural Networks for End-to-end Speech Recognition,2016,Liang Lu；Lingpeng Kong；Chris Dyer；Noah A. Smith；Steve Renals,INTERSPEECH 2016,会议,"https://arxiv.org/pdf/1603.00223.pdf
https://arxiv.org/abs/1603.00223",未获取,未获取,未获取,2026-09-17,已下载,"来源：CV；arXiv；访问2026-09-17；非Scholar全量成果。
Scholar访问失败，引用未获取（2026-09-17）。
论文信息汇总.csv 序119：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2016_Segmental Recurrent Neural Networks for End-to-end Speech Recognition.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://arxiv.org/abs/1603.00223；访问2026-09-17；arXiv作者顺序和摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第12页；版本2026-01-27。
原文摘要依据：“We study the segmental recurrent neural network for end-to-end acoustic modelling. This model connects the segmental conditional random field (CRF) with a recurrent neural network (RNN) used for featu”。"
120,Distilling an Ensemble of Greedy Dependency Parsers into One MST Parser,2016,Adhiguna Kuncoro；Miguel Ballesteros；Lingpeng Kong；Chris Dyer；Noah A. Smith,Proceedings of the 2016 Conference on Empirical Methods in Natural Language Processing,会议,"https://aclanthology.org/D16-1180/
https://www.aclweb.org/anthology/D16-1180
https://arxiv.org/abs/1609.07561",未获取,未获取,未获取,2026-09-17,已下载,"来源：CV；arXiv；ACL；访问2026-09-17；非Scholar全量成果。
Scholar访问失败，引用未获取（2026-09-17）。
论文信息汇总.csv 序120：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2016_Distilling an Ensemble of Greedy Dependency Parsers into One MST Parser.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://aclanthology.org/D16-1180/；访问2026-09-17；ACL作者顺序、发表信息与摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第12页；版本2026-01-27。
PDF发表标记：“Proceedings of the 2016 Conference on Empirical Methods in Natural Language Processing, pages 1744–1753,”。
原文摘要依据：“We introduce two first-order graph-based dependency parsers achieving a new state of the art. The first is a consensus parser built from an ensemble of independently trained greedy LSTM transition-bas”。"
121,Segmental Recurrent Neural Networks,2016,Lingpeng Kong；Chris Dyer；Noah A. Smith,ICLR 2016,会议,"https://arxiv.org/pdf/1511.06018.pdf
https://github.com/clab/dynet/tree/master/examples/segmental-rnn
https://arxiv.org/abs/1511.06018",未获取,未获取,未获取,2026-09-17,已下载,"来源：CV；arXiv；访问2026-09-17；非Scholar全量成果。
Scholar访问失败，引用未获取（2026-09-17）。
论文信息汇总.csv 序121：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2016_Segmental Recurrent Neural Networks.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://arxiv.org/abs/1511.06018；访问2026-09-17；arXiv作者顺序和摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第12页；版本2026-01-27。
PDF发表标记：“Published as a conference paper at ICLR 2016”。
原文摘要依据：“We introduce segmental recurrent neural networks (SRNNs) which define, given an input sequence, a joint probability distribution over segmentations of the input and labelings of the segments. Represen”。"
122,Bayesian Optimization of Text Representations,2015,Dani Yogatama；Lingpeng Kong；Noah A. Smith,Proceedings of the 2015 Conference on Empirical Methods in Natural Language Processing,会议,"https://aclanthology.org/D15-1251/
https://aclweb.org/anthology/D15-1251",未获取,未获取,未获取,2026-09-17,已下载,"来源：CV；ACL；访问2026-09-17；非Scholar全量成果。
Scholar访问失败，引用未获取（2026-09-17）。
论文信息汇总.csv 序122：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2015_Bayesian Optimization of Text Representations.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://aclanthology.org/D15-1251/；访问2026-09-17；ACL作者顺序、发表信息与摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第12页；版本2026-01-27。
PDF发表标记：“Proceedings of the 2015 Conference on Empirical Methods in Natural Language Processing, pages 2100–2105,”。
原文摘要依据：“When applying machine learning to problems in NLP, there are many choices to make about how to represent input texts. They can have a big effect on performance, but they are often uninteresting to res”。"
123,Transforming Dependencies into Phrase Structures,2015,Lingpeng Kong；Alexander M. Rush；Noah A. Smith,Proceedings of the 2015 Conference of the North American Chapter of the Association for Computational Linguistics: Human Language Technologies,会议,"https://aclanthology.org/N15-1080/
https://www.aclweb.org/anthology/N15-1080
https://github.com/ikekonglp/PAD",未获取,未获取,未获取,2026-09-17,已下载,"来源：CV；ACL；访问2026-09-17；非Scholar全量成果。
Scholar访问失败，引用未获取（2026-09-17）。
论文信息汇总.csv 序123：摘要、研究内容、创新点；内容仅据摘要/Introduction归纳。
PDF：港大/Kong, Lingpeng/论文/2015_Transforming Dependencies into Phrase Structures.pdf；第1页标题、作者单位与摘要；Introduction在已保存前3页内。
https://aclanthology.org/N15-1080/；访问2026-09-17；ACL作者顺序、发表信息与摘要。
CV：https://ikekonglp.github.io/lingpenk_cv.pdf；第12页；版本2026-01-27。
原文摘要依据：“We present a new algorithm for transforming dependency parse trees into phrase-structure parse trees. We cast the problem as structured prediction and learn a statistical model. Our algorithm is faste”。"
